"Dispensing.Practice","IMD","Average.payments.per.weighted.patient"
"Non-dispensing",10.88643262,147.96
"Dispensing",11.41805654,192.56
"Non-dispensing",23.59754295,142.47
"Non-dispensing",11.58217868,164.37
"Non-dispensing",30.2593792,157.77
"Non-dispensing",14.41790812,138.14
"Non-dispensing",11.85805757,148.91
"Non-dispensing",10.82732017,152.03
"Non-dispensing",12.66260201,157.58
"Non-dispensing",12.77393764,133.51
"Non-dispensing",6.063463817,143.96
"Non-dispensing",20.23707804,151.18
"Non-dispensing",19.22101841,152.05
"Non-dispensing",23.22365534,166.28
"Non-dispensing",16.23276043,136.79
"Non-dispensing",15.29578435,152.48
"Non-dispensing",22.80002796,162.21
"Non-dispensing",31.24774946,145.2
"Non-dispensing",19.61415819,154.87
"Non-dispensing",29.59595422,153.94
"Non-dispensing",11.35392202,190.81
"Non-dispensing",19.13579611,133.38
"Non-dispensing",27.54369559,150.73
"Non-dispensing",16.28588643,144.13
"Non-dispensing",33.73243387,130.19
"Dispensing",9.39437452,183.96
"Non-dispensing",9.614985685,142.35
"Non-dispensing",7.578873451,163.93
"Non-dispensing",8.783586995,155.17
"Non-dispensing",19.01644115,148.84
"Non-dispensing",27.5784321,143.11
"Dispensing",8.685770781,174.83
"Dispensing",5.638828445,220.94
"Non-dispensing",13.0353602,144.37
"Non-dispensing",12.74941294,155.29
"Dispensing",8.632059635,146.08
"Non-dispensing",8.664299963,147.32
"Non-dispensing",34.58161433,138.55
"Non-dispensing",17.67622923,122.68
"Non-dispensing",26.40421688,164.81
"Non-dispensing",14.77251394,153.73
"Dispensing",12.03594535,220.12
"Non-dispensing",14.31709414,133.82
"Dispensing",9.613080733,273.85
"Non-dispensing",11.9719608,156.25
"Non-dispensing",11.69375907,140.81
"Non-dispensing",12.9723976,172.9
"Non-dispensing",16.79498149,153.98
"Dispensing",11.87066548,188.37
"Non-dispensing",13.06994966,155.62
"Non-dispensing",16.09340253,163.26
"Non-dispensing",10.2996611,150.51
"Non-dispensing",15.17883042,156.61
"Non-dispensing",17.20558222,164.26
"Non-dispensing",14.72837614,151.3
"Dispensing",15.08903959,272.61
"Non-dispensing",16.09132457,177.53
"Non-dispensing",12.73801957,154.31
"Dispensing",11.59709548,235.13
"Non-dispensing",34.13735831,170.01
"Dispensing",13.60221893,187.56
"Non-dispensing",29.01371512,138.92
"Non-dispensing",12.82042223,159.22
"Dispensing",10.6785178,181.83
"Non-dispensing",23.33295257,141.77
"Non-dispensing",23.33080996,140.02
"Non-dispensing",15.49449588,140.12
"Non-dispensing",23.81424008,111.61
"Non-dispensing",16.11646543,139.49
"Dispensing",12.44911029,181.31
"Non-dispensing",34.60552696,150.92
"Non-dispensing",15.59706702,150.77
"Dispensing",15.06590895,165.04
"Non-dispensing",10.02376405,170.36
"Non-dispensing",13.32360729,156.07
"Dispensing",8.884862411,247.31
"Dispensing",7.920233111,293.96
"Non-dispensing",15.42044684,248.95
"Non-dispensing",20.73771794,172.62
"Non-dispensing",12.70810145,139.34
"Non-dispensing",15.25080885,159.32
"Dispensing",12.9705954,171.86
"Dispensing",14.47574348,197.99
"Non-dispensing",15.50266128,146.13
"Non-dispensing",11.68000089,171.92
"Non-dispensing",11.00442102,222.9
"Non-dispensing",13.61038522,154.09
"Non-dispensing",16.15783824,153.01
"Non-dispensing",14.15801576,145.45
"Dispensing",14.66454652,176.14
"Non-dispensing",12.49293676,143.97
"Dispensing",11.12334463,274.65
"Dispensing",11.79332095,295.79
"Dispensing",10.33058916,218.5
"Dispensing",12.0777803,280.73
"Dispensing",10.44240404,281.13
"Non-dispensing",11.8400404,193.95
"Non-dispensing",9.798491544,150.89
"Dispensing",15.33742228,263.66
"Dispensing",18.09822767,242.7
"Non-dispensing",16.86568732,228.98
"Non-dispensing",21.78342354,128.27
"Non-dispensing",20.02933712,146.9
"Non-dispensing",28.4153547,146.2
"Non-dispensing",24.03324371,167.2
"Non-dispensing",26.4441091,147.43
"Non-dispensing",12.60768875,154.16
"Non-dispensing",25.69132014,135.25
"Non-dispensing",23.75911393,137.9
"Non-dispensing",26.95532296,171.85
"Non-dispensing",26.29910677,156.72
"Non-dispensing",15.56577933,160.42
"Dispensing",20.96054241,265.93
"Non-dispensing",23.49796549,157.52
"Non-dispensing",20.58974347,153.82
"Non-dispensing",11.70558724,134.93
"Non-dispensing",11.85799096,139.79
"Dispensing",7.735676407,188.13
"Non-dispensing",15.96886517,162.93
"Non-dispensing",23.58277051,131.34
"Non-dispensing",6.763071784,137.03
"Non-dispensing",21.49758231,137.84
"Non-dispensing",4.366949186,139.32
"Dispensing",7.010525582,201.23
"Non-dispensing",9.466208989,146.68
"Non-dispensing",9.990138253,138.61
"Non-dispensing",10.4637569,148.85
"Non-dispensing",7.596110637,143.26
"Non-dispensing",12.64920518,148.45
"Dispensing",9.054326457,142.42
"Non-dispensing",13.25222315,134.04
"Non-dispensing",5.982014919,145.37
"Non-dispensing",20.83829724,170.15
"Non-dispensing",5.85351653,135.75
"Non-dispensing",23.52818018,141.4
"Dispensing",9.729292005,190.58
"Non-dispensing",4.158260984,161.56
"Non-dispensing",12.91043014,141.09
"Non-dispensing",25.50615718,143.54
"Non-dispensing",10.68994923,155.57
"Non-dispensing",28.53713649,147.78
"Non-dispensing",25.63478787,159.64
"Non-dispensing",8.065128797,165.07
"Non-dispensing",5.964077899,143.11
"Non-dispensing",23.57285704,149.95
"Non-dispensing",8.558657388,162.45
"Non-dispensing",7.877238581,150.71
"Non-dispensing",4.836976604,155.74
"Non-dispensing",29.6075524,137.7
"Dispensing",10.42629711,270.42
"Non-dispensing",8.078574816,154.01
"Dispensing",13.95671468,213.55
"Dispensing",6.481915885,194.73
"Non-dispensing",15.26991171,153.23
"Non-dispensing",11.07932504,149.94
"Non-dispensing",8.72587361,191.69
"Dispensing",7.084388195,149.93
"Non-dispensing",21.47497527,136.47
"Non-dispensing",12.06309546,151.38
"Non-dispensing",7.636103142,133.43
"Non-dispensing",7.878688808,141.86
"Non-dispensing",5.416718228,164.88
"Dispensing",4.765480243,167.34
"Non-dispensing",9.550914805,159.3
"Non-dispensing",7.550775466,132.95
"Non-dispensing",23.33626986,143.72
"Non-dispensing",5.457959442,135.16
"Dispensing",11.57582374,175.37
"Non-dispensing",20.66840289,155.43
"Non-dispensing",6.401621765,138.7
"Non-dispensing",23.19218174,134.18
"Non-dispensing",19.24352731,133.83
"Non-dispensing",23.32608062,160.86
"Non-dispensing",7.188548885,132.26
"Non-dispensing",23.01483487,211.06
"Non-dispensing",24.01985803,145.24
"Non-dispensing",14.77525098,141.45
"Non-dispensing",25.20391612,138.22
"Non-dispensing",3.933291177,155.51
"Non-dispensing",14.82040063,128.17
"Non-dispensing",7.801558691,141.19
"Non-dispensing",14.25554178,191.93
"Non-dispensing",7.65987967,166.07
"Dispensing",10.06183176,302.74
"Non-dispensing",15.61899671,141.09
"Non-dispensing",11.799484,146.97
"Non-dispensing",22.38625833,130.37
"Non-dispensing",13.0756081,129.55
"Non-dispensing",22.80698359,191.97
"Non-dispensing",8.588125367,240.66
"Non-dispensing",10.96499245,148.58
"Non-dispensing",20.04382348,177.21
"Non-dispensing",19.17680923,142.59
"Non-dispensing",8.267169263,133.12
"Non-dispensing",14.06276145,143.55
"Non-dispensing",23.66652011,141.15
"Non-dispensing",18.47095353,143.76
"Non-dispensing",6.637265994,128.47
"Non-dispensing",11.90976705,135.31
"Non-dispensing",15.8215553,133.64
"Non-dispensing",6.141517328,133.02
"Non-dispensing",24.90912953,149.39
"Non-dispensing",5.968071871,141.09
"Non-dispensing",12.37071828,137.29
"Dispensing",10.58460482,182.97
"Non-dispensing",6.123139392,131.93
"Non-dispensing",11.14478159,157.12
"Non-dispensing",13.95582907,125.7
"Non-dispensing",6.062972003,142.66
"Non-dispensing",3.404973209,135.3
"Non-dispensing",19.27508286,146.74
"Non-dispensing",12.7117543,133.56
"Non-dispensing",18.40192352,161.77
"Non-dispensing",10.62819685,189.06
"Non-dispensing",11.22665447,129.54
"Non-dispensing",17.76232198,131.55
"Non-dispensing",11.79993069,136.62
"Non-dispensing",7.717397572,136.23
"Non-dispensing",15.32796174,127.88
"Dispensing",7.937154291,135.81
"Non-dispensing",11.65459185,147.05
"Non-dispensing",17.12085398,130.09
"Non-dispensing",17.70718069,253.85
"Non-dispensing",23.1407993,138.36
"Non-dispensing",6.656840346,138.71
"Non-dispensing",11.4405934,140.67
"Non-dispensing",16.38479872,133.11
"Non-dispensing",9.636994171,151.32
"Non-dispensing",20.6457996,140.12
"Non-dispensing",14.32503957,138.06
"Non-dispensing",4.91447572,138.37
"Non-dispensing",15.44956163,140.99
"Non-dispensing",10.79942243,135.01
"Non-dispensing",13.52522744,146.36
"Non-dispensing",17.44725163,138.22
"Non-dispensing",17.0376727,138.99
"Non-dispensing",13.65040285,134.35
"Non-dispensing",8.781674334,133.58
"Non-dispensing",4.566269799,144.31
"Dispensing",7.729876221,190.36
"Dispensing",10.28136304,157.9
"Dispensing",4.174574876,185.79
"Non-dispensing",4.349250226,136.69
"Non-dispensing",14.17795348,124.95
"Non-dispensing",38.87218614,145.1
"Non-dispensing",12.34847462,141.89
"Non-dispensing",7.026101362,148.49
"Non-dispensing",11.72714182,153.33
"Non-dispensing",25.99570563,140.34
"Non-dispensing",18.45765931,158.65
"Dispensing",8.471127327,237.99
"Non-dispensing",25.58244068,133.01
"Non-dispensing",22.50379483,146.07
"Non-dispensing",6.661513921,132.7
"Non-dispensing",12.37950331,159.83
"Dispensing",10.96138827,268.1
"Dispensing",8.361205309,206.89
"Dispensing",6.443036047,150.31
"Non-dispensing",10.6459523,170.9
"Non-dispensing",11.17996569,142.37
"Non-dispensing",6.157605564,138.04
"Dispensing",9.992240901,197.26
"Non-dispensing",15.96908617,171.61
"Non-dispensing",40.98468533,132.53
"Non-dispensing",12.73295955,142.88
"Non-dispensing",10.15732369,131.2
"Non-dispensing",5.649779642,132.16
"Non-dispensing",6.252535733,151
"Non-dispensing",9.958936272,149.26
"Non-dispensing",11.06438274,148.81
"Dispensing",26.05460085,168.74
"Non-dispensing",25.1205521,146.23
"Non-dispensing",29.35914699,144.78
"Non-dispensing",20.79856043,170.6
"Non-dispensing",16.59422607,171.17
"Non-dispensing",16.13394048,156.94
"Dispensing",13.68553348,166.72
"Non-dispensing",20.75439634,153.23
"Non-dispensing",21.04706493,156.25
"Non-dispensing",22.10720887,165.5
"Non-dispensing",23.85579313,171.64
"Non-dispensing",26.64749184,150.92
"Non-dispensing",18.25809187,180.18
"Dispensing",13.3020694,182.89
"Dispensing",7.061871845,201.59
"Dispensing",10.86795172,203.89
"Non-dispensing",33.12563771,144.28
"Non-dispensing",15.72527824,171.23
"Dispensing",8.18338252,188.68
"Dispensing",9.520652182,237.22
"Non-dispensing",17.20319348,154.02
"Non-dispensing",29.52869671,134.8
"Non-dispensing",26.26396294,153.6
"Non-dispensing",27.05096192,145.61
"Dispensing",17.84395896,182.57
"Non-dispensing",21.69766562,147.35
"Non-dispensing",13.18291911,166.66
"Dispensing",11.97424039,236.3
"Non-dispensing",17.75301224,159.1
"Non-dispensing",24.48986219,165.48
"Non-dispensing",21.14140671,156.34
"Non-dispensing",15.03238462,157.45
"Non-dispensing",20.84862046,161.57
"Non-dispensing",30.87290254,160.12
"Non-dispensing",18.42639922,163.89
"Non-dispensing",23.40127202,142.77
"Non-dispensing",23.43536138,168.04
"Non-dispensing",15.53239217,159.05
"Non-dispensing",22.86816349,160.14
"Non-dispensing",32.93892038,140.37
"Dispensing",7.545144452,204.72
"Non-dispensing",24.60594649,135.99
"Non-dispensing",22.64777938,166.15
"Dispensing",7.41541798,230.13
"Dispensing",10.07588481,311.8
"Non-dispensing",8.86250159,150.77
"Non-dispensing",22.84547158,148.14
"Dispensing",29.88951155,161.62
"Dispensing",8.575078918,241.7
"Dispensing",9.981697872,212.94
"Dispensing",11.05271865,236.12
"Dispensing",8.490024466,319.99
"Dispensing",13.50008986,170.33
"Dispensing",11.2085787,229.07
"Non-dispensing",31.35027781,135.43
"Non-dispensing",22.90279586,148.42
"Non-dispensing",11.9932001,175.63
"Non-dispensing",20.38521519,158.98
"Dispensing",11.43394915,218.44
"Dispensing",22.50300541,189.52
"Non-dispensing",9.363012867,162.37
"Non-dispensing",25.34550493,157.36
"Non-dispensing",10.13445148,178.87
"Non-dispensing",31.5757756,132.9
"Dispensing",7.655478175,203.1
"Non-dispensing",31.49030322,174.88
"Non-dispensing",20.74923638,144.33
"Dispensing",10.76634324,305.14
"Non-dispensing",7.329774488,143.38
"Non-dispensing",10.81829284,147.36
"Dispensing",13.38881295,284.51
"Non-dispensing",21.31270886,140.3
"Dispensing",7.196100461,205.08
"Non-dispensing",20.48542351,143.35
"Non-dispensing",9.107304288,152.27
"Non-dispensing",13.73887774,141.36
"Dispensing",8.184828458,145.59
"Non-dispensing",9.489270445,130.25
"Dispensing",6.609062204,203.11
"Non-dispensing",15.53226557,139.39
"Dispensing",8.709977734,175.44
"Dispensing",11.43253123,248.71
"Non-dispensing",14.86127967,140.5
"Dispensing",9.861442829,187.77
"Non-dispensing",8.772883885,140.83
"Dispensing",5.819844518,183
"Non-dispensing",9.338424306,129.69
"Non-dispensing",16.34176946,144.23
"Non-dispensing",19.96394023,142.49
"Non-dispensing",6.492706944,140.28
"Non-dispensing",10.1812273,148.24
"Non-dispensing",9.862466778,159.59
"Non-dispensing",18.77737202,157.51
"Dispensing",12.06798616,211.17
"Non-dispensing",31.88046702,219.27
"Non-dispensing",20.15270994,189.64
"Non-dispensing",9.027106355,141.78
"Dispensing",11.02879572,236.88
"Non-dispensing",7.187684421,145.34
"Non-dispensing",5.637161143,162.89
"Dispensing",8.028445085,158.89
"Dispensing",13.02990661,175.53
"Dispensing",8.963036122,198.42
"Non-dispensing",6.642194907,136.2
"Non-dispensing",9.87820965,149.59
"Non-dispensing",13.34942159,138.36
"Non-dispensing",10.31937762,148.46
"Dispensing",7.260643913,185.92
"Dispensing",9.62128287,200.73
"Non-dispensing",19.11198331,155.82
"Non-dispensing",15.90898984,128.97
"Non-dispensing",7.820351703,135.35
"Dispensing",9.554552887,218.13
"Dispensing",13.06331288,171.85
"Non-dispensing",9.587794594,146.43
"Dispensing",10.1296774,258.64
"Dispensing",13.65388433,263.71
"Dispensing",9.491578057,224.28
"Non-dispensing",14.14276103,144.69
"Non-dispensing",17.46602585,127.04
"Non-dispensing",19.23966012,163.79
"Non-dispensing",19.96472044,163.63
"Dispensing",12.05067954,215.83
"Non-dispensing",28.93029518,82.91
"Dispensing",5.250787215,215.75
"Non-dispensing",9.869814855,183.13
"Dispensing",8.449670638,160.67
"Non-dispensing",14.61990045,137.04
"Non-dispensing",6.358225067,143.55
"Non-dispensing",13.34854198,132.02
"Non-dispensing",10.83101651,147.98
"Non-dispensing",15.63955926,232.82
"Dispensing",7.499100241,169.97
"Dispensing",10.35509188,165.22
"Non-dispensing",9.299066143,165.78
"Non-dispensing",7.846628208,153.75
"Non-dispensing",7.495707543,166.02
"Non-dispensing",24.06602075,162.4
"Non-dispensing",31.72147288,205.62
"Non-dispensing",26.19792585,185.46
"Non-dispensing",16.28351251,170.99
"Non-dispensing",30.7944399,149.42
"Non-dispensing",25.27011871,181.73
"Non-dispensing",8.414408822,156.5
"Non-dispensing",39.65350668,146.44
"Non-dispensing",35.32112532,146.6
"Non-dispensing",9.189744269,187.15
"Non-dispensing",9.628398416,161.15
"Non-dispensing",11.42960636,188.3
"Non-dispensing",10.74447362,146.74
"Non-dispensing",11.55230513,148.21
"Non-dispensing",26.52158258,159.7
"Non-dispensing",33.12822505,165.72
"Non-dispensing",12.12537124,157.51
"Dispensing",11.6888472,202.37
"Non-dispensing",14.30727554,169.9
"Non-dispensing",7.535156805,151.09
"Dispensing",9.871683563,309.97
"Dispensing",9.690109194,291.15
"Non-dispensing",24.2718657,200.36
"Non-dispensing",21.91025661,150.95
"Non-dispensing",8.119603029,169.08
"Non-dispensing",19.63922926,148.74
"Non-dispensing",33.44004257,150.7
"Non-dispensing",24.04673418,161.75
"Non-dispensing",11.97057589,157.63
"Non-dispensing",11.04905216,156.19
"Non-dispensing",59.95554207,141.87
"Non-dispensing",12.12040968,158.24
"Non-dispensing",27.06395998,142.02
"Non-dispensing",10.32491708,179.65
"Non-dispensing",10.30557086,185.83
"Non-dispensing",11.58603638,175.37
"Dispensing",10.96562006,176.66
"Non-dispensing",31.24384578,164.61
"Non-dispensing",27.19937075,150.61
"Non-dispensing",44.74329582,147.37
"Non-dispensing",18.88624093,196.81
"Non-dispensing",20.21589249,153.11
"Dispensing",9.976736582,209.47
"Non-dispensing",36.68394016,171.12
"Non-dispensing",24.51286395,149.35
"Non-dispensing",19.29634929,186.28
"Non-dispensing",13.87646645,149.44
"Non-dispensing",11.20710805,149.81
"Non-dispensing",20.88491687,141.35
"Non-dispensing",33.7329512,150.89
"Non-dispensing",10.53713315,147.5
"Non-dispensing",28.45903336,169.69
"Non-dispensing",8.933077876,147.34
"Non-dispensing",11.1124089,146.34
"Dispensing",10.06660251,322
"Non-dispensing",13.70338992,159.3
"Non-dispensing",20.26175327,140.36
"Non-dispensing",23.50148167,157.77
"Non-dispensing",13.08860534,155.42
"Non-dispensing",11.35757483,179.82
"Non-dispensing",10.04390576,163.22
"Non-dispensing",26.97353504,144.59
"Non-dispensing",59.56963126,148.05
"Non-dispensing",24.15154208,156.95
"Dispensing",10.79144729,191.9
"Dispensing",11.14019187,192.16
"Non-dispensing",27.28741748,208.15
"Non-dispensing",42.74814388,150.65
"Non-dispensing",12.65221448,155.74
"Non-dispensing",11.05484197,162.3
"Non-dispensing",51.93200251,158.13
"Non-dispensing",46.36963597,184.65
"Non-dispensing",31.31714078,165.81
"Non-dispensing",11.59087873,158.02
"Non-dispensing",11.04261932,143.19
"Non-dispensing",9.752645758,147.67
"Non-dispensing",11.70665893,154.81
"Non-dispensing",10.44483712,167.44
"Non-dispensing",22.01353521,142.7
"Dispensing",9.52809775,231.46
"Non-dispensing",14.12541197,156.51
"Non-dispensing",20.49142356,141.28
"Non-dispensing",9.823188183,161.73
"Non-dispensing",12.4195398,161.47
"Non-dispensing",7.679921131,155.88
"Non-dispensing",13.66239996,183.71
"Non-dispensing",13.89608051,166.41
"Non-dispensing",6.810056317,146.64
"Non-dispensing",7.964193915,132.41
"Non-dispensing",8.363122286,147.71
"Non-dispensing",10.33850732,147.25
"Non-dispensing",18.71839109,145
"Non-dispensing",12.78241381,157.7
"Non-dispensing",7.301221008,165.06
"Non-dispensing",23.48448072,140.11
"Non-dispensing",55.51861385,189.32
"Non-dispensing",18.16243601,209.85
"Dispensing",19.19302122,241.58
"Dispensing",18.02082063,232.68
"Dispensing",17.60078273,231.16
"Dispensing",26.47701753,115.6
"Non-dispensing",22.71297819,144.09
"Dispensing",27.69909904,252.55
"Dispensing",28.1843899,177.76
"Dispensing",27.11191645,218.77
"Dispensing",20.48264461,280.17
"Dispensing",21.17684634,200.3
"Dispensing",19.18784813,342.26
"Dispensing",24.70191374,293.31
"Non-dispensing",12.10130623,516.65
"Dispensing",19.56152145,214.05
"Dispensing",25.49157743,194.47
"Dispensing",21.15070772,257.26
"Dispensing",20.46249991,202.05
"Non-dispensing",23.52278662,147.35
"Non-dispensing",19.1985627,224.79
"Non-dispensing",22.21539516,153.86
"Dispensing",24.16401275,231.32
"Dispensing",18.82180319,161.07
"Non-dispensing",24.02871002,155.08
"Dispensing",25.51738263,199.61
"Dispensing",20.70800804,215.08
"Dispensing",31.33305433,191.31
"Non-dispensing",27.71671691,169.95
"Dispensing",20.69159247,327.78
"Non-dispensing",34.97265767,167.24
"Non-dispensing",16.21122865,159.79
"Dispensing",24.61929716,290.63
"Dispensing",19.44803295,313.7
"Non-dispensing",19.87327023,154.97
